38,person,neg,low,,95,1,41
38,person,neg,low,,96,41,41
38,person,neg,low,,97,43,50
39,person,neg,low,,98,1,28
39,person,neg,low,,99,28,50
40,person,neg,high,,100,1,49
41,person,neg,low,,101,1,23
41,person,neg,low,,102,25,50
42,person,neg,low,,103,1,3
42,person,neg,low,,104,5,27
42,person,neg,low,,105,27,49
43,person,neg,low,,106,1,2
43,person,neg,low,,107,4,30
43,person,neg,low,,108,30,30
43,person,neg,low,,109,32,48
44,person,neg,low,,110,1,49
45,person,pos,low,,111,1,23
45,person,pos,low,,112,23,23
45,person,pos,low,,113,25,33
45,person,pos,low,,114,33,33
45,person,pos,low,,115,35,49
46,person,neg,low,,116,1,24
46,person,neg,low,,117,26,50
47,person,neg,low,,118,1,16
47,person,neg,low,,119,18,41
47,person,neg,low,,120,41,41
47,person,neg,low,,121,43,49
48,person,neg,low,,122,1,1
48,person,neg,low,,123,3,20
48,person,neg,low,,124,20,38
48,person,neg,low,,125,40,50
49,person,pos,high,,126,1,49
50,person,neg,low,,127,1,32
50,person,neg,low,,128,34,45
50,person,neg,low,,129,47,50
51,person,neg,low,,130,1,50
52,person,neg,low,,131,1,7
52,person,neg,low,,132,9,47
52,person,neg,low,,133,47,47
52,person,neg,low,,134,49,49
53,person,neg,low,,135,1,49
54,person,pos,low,,136,1,24
54,person,pos,low,,137,24,24
54,person,pos,low,,138,26,49
55,person,neg,low,,139,1,13
55,person,neg,low,,140,13,23
55,person,neg,low,,141,23,49
56,person,neg,high,,142,1,25
56,person,neg,high,,143,27,29
56,person,neg,high,,144,31,49
57,person,pos,low,,145,1,9
57,person,pos,low,,146,9,9
57,person,pos,low,,147,11,48
58,person,neg,low,,148,1,7
58,person,neg,low,,149,7,49
59,person,neg,low,,150,1,33
59,person,neg,low,,151,35,48
60,person,neg,low,,152,1,25
60,person,neg,low,,153,25,25
60,person,neg,low,,154,27,51
61,person,neg,low,,155,1,51
62,person,neg,low,,156,1,49
63,person,neg,low,,157,1,41
63,person,neg,low,,158,43,50
64,person,neg,low,,159,1,2
64,person,neg,low,,160,2,36
64,person,neg,low,,161,36,48
65,person,neg,low,,162,1,28
65,person,neg,low,,163,30,48
66,person,neg,low,,164,1,21
66,person,neg,low,,165,23,48
67,person,neg,low,,166,1,25
67,person,neg,low,,167,27,49
68,person,neg,low,,168,1,35
68,person,neg,low,,169,37,39
68,person,neg,low,,170,39,48
69,person,neg,low,,171,1,12
69,person,neg,low,,172,14,16
69,person,neg,low,,173,16,16
69,person,neg,low,,174,18,35
69,person,neg,low,,175,35,49
70,person,neg,high,,176,1,46
70,person,neg,high,,177,46,49
71,person,neg,high,,178,1,36
71,person,neg,high,,179,36,49
72,person,neg,low,,180,1,49
73,person,neg,low,,181,1,4
73,person,neg,low,,182,4,4
73,person,neg,low,,183,6,48
74,person,neg,low,,184,1,50
75,person,neg,low,,185,1,13
75,person,neg,low,,186,15,18
75,person,neg,low,,187,18,32
75,person,neg,low,,188,32,32
75,person,neg,low,,189,34,45
75,person,neg,low,,190,45,51
76,person,neg,high,,191,1,38
76,person,neg,high,,192,40,42
76,person,neg,high,,193,42,51
77,person,neg,low,,194,1,19
77,person,neg,low,,195,21,48
78,person,neg,low,,196,1,14
78,person,neg,low,,197,16,27
78,person,neg,low,,198,27,27
78,person,neg,low,,199,29,32
78,person,neg,low,,200,32,32
78,person,neg,low,,201,34,39
78,person,neg,low,,202,41,49
79,person,neg,high,,203,1,49
80,person,neg,high,,204,1,3
80,person,neg,high,,205,5,19
80,person,neg,high,,206,21,40
80,person,neg,high,,207,42,48
81,person,neg,high,,208,1,49
82,person,neg,low,,209,1,6
82,person,neg,low,,210,8,9
82,person,neg,low,,211,9,47
82,person,neg,low,,212,49,50
83,person,neg,high,,213,1,34
83,person,neg,high,,214,36,49
84,person,pos,low,,215,1,47
84,person,pos,low,,216,47,47
84,person,pos,low,,217,49,49
85,person,neg,low,,218,1,7
85,person,neg,low,,219,7,7
85,person,neg,low,,220,9,32
85,person,neg,low,,221,32,51
86,person,pos,low,,222,1,7
86,person,pos,low,,223,7,7
86,person,pos,low,,224,9,22
86,person,pos,low,,225,24,27
86,person,pos,low,,226,29,51
87,person,neg,low,,227,1,38
87,person,neg,low,,228,38,47
87,person,neg,low,,229,49,51
88,person,pos,high,,230,1,1
88,person,pos,high,,231,3,7
88,person,pos,high,,232,7,49
89,person,neg,low,,233,1,9
89,person,neg,low,,234,9,16
89,person,neg,low,,235,16,16
89,person,neg,low,,236,18,43
89,person,neg,low,,237,45,48
90,person,neg,low,,238,1,18
90,person,neg,low,,239,20,49
91,person,neg,high,,240,1,5
91,person,neg,high,,241,7,12
91,person,neg,high,,242,14,16
91,person,neg,high,,243,16,45
91,person,neg,high,,244,47,48
92,person,neg,high,,245,1,6
92,person,neg,high,,246,8,17
92,person,neg,high,,247,17,31
92,person,neg,high,,248,31,48
93,person,neg,low,,249,1,7
93,person,neg,low,,250,9,50
94,person,neg,low,,251,1,42
94,person,neg,low,,252,42,50
95,person,neg,low,,253,1,2
95,person,neg,low,,254,2,2
95,person,neg,low,,255,4,16
95,person,neg,low,,256,18,24
95,person,neg,low,,257,26,28
95,person,neg,low,,258,30,44
95,person,neg,low,,259,46,48
96,person,neg,low,,260,1,30
96,person,neg,low,,261,30,42
96,person,neg,low,,262,44,49
97,person,neg,low,,263,1,2
97,person,neg,low,,264,2,4
97,person,neg,low,,265,6,22
97,person,neg,low,,266,24,29
97,person,neg,low,,267,29,50
98,person,neg,low,,268,1,3
98,person,neg,low,,269,3,3
98,person,neg,low,,270,5,50
99,person,neg,low,,271,1,9
99,person,neg,low,,272,9,9
99,person,neg,low,,273,11,39
99,person,neg,low,,274,39,50
100,person,pos,high,,275,1,34
100,person,pos,high,,276,34,39
100,person,pos,high,,277,41,49
101,person,neg,low,,278,1,32
101,person,neg,low,,279,32,32
101,person,neg,low,,280,34,49
102,person,neg,low,,281,1,23
102,person,neg,low,,282,23,26
102,person,neg,low,,283,26,31
102,person,neg,low,,284,33,48
103,person,neg,low,,285,1,28
103,person,neg,low,,286,28,48
104,person,neg,low,,287,1,16
104,person,neg,low,,288,16,50
105,person,neg,low,,289,1,16
105,person,neg,low,,290,16,25
105,person,neg,low,,291,25,51
106,person,pos,low,,292,1,18
106,person,pos,low,,293,18,50
107,person,neg,low,,294,1,44
107,person,neg,low,,295,44,44
107,person,neg,low,,296,46,50
108,person,neg,high,,297,1,12
108,person,neg,high,,298,12,41
108,person,neg,high,,299,43,49
109,person,neg,low,,300,1,15
109,person,neg,low,,301,17,48
110,person,pos,low,,302,1,35
110,person,pos,low,,303,35,35
110,person,pos,low,,304,37,48
111,person,neg,low,,305,1,8
111,person,neg,low,,306,10,24
111,person,neg,low,,307,26,49
112,person,neg,low,,308,1,50
113,person,neg,high,,309,1,16
113,person,neg,high,,310,16,20
113,person,neg,high,,311,20,49
114,person,neg,high,,312,1,9
114,person,neg,high,,313,11,25
114,person,neg,high,,314,25,49
115,person,neg,high,,315,1,49
116,person,neg,low,,316,1,30
116,person,neg,low,,317,30,49
117,person,neg,low,,318,1,30
117,person,neg,low,,319,32,51
118,person,neg,low,,320,1,16
118,person,neg,low,,321,18,50
119,person,pos,low,,322,1,51
120,person,neg,low,,323,1,10
120,person,neg,low,,324,12,23
120,person,neg,low,,325,25,25
120,person,neg,low,,326,27,49
121,person,neg,low,,327,1,23
121,person,neg,low,,328,23,40
121,person,neg,low,,329,42,49
122,person,neg,low,,330,1,5
122,person,neg,low,,331,7,29
122,person,neg,low,,332,31,49
123,person,neg,low,,333,1,2
123,person,neg,low,,334,4,23
123,person,neg,low,,335,23,48
124,person,pos,low,,336,1,7
124,person,pos,low,,337,7,39
124,person,pos,low,,338,41,41
124,person,pos,low,,339,43,48
125,person,neg,low,,340,1,24
125,person,neg,low,,341,26,32
125,person,neg,low,,342,34,48
126,person,neg,low,,343,1,49
127,person,neg,high,,344,1,29
127,person,neg,high,,345,31,46
127,person,neg,high,,346,46,46
127,person,neg,high,,347,48,49
128,person,neg,low,,348,1,36
128,person,neg,low,,349,36,49
129,person,neg,low,,350,1,49
130,person,neg,low,,351,1,16
130,person,neg,low,,352,18,30
130,person,neg,low,,353,32,50
131,person,neg,low,,354,1,49
132,person,neg,high,,355,1,42
132,person,neg,high,,356,44,48
133,person,neg,low,,357,1,9
133,person,neg,low,,358,9,49
134,person,neg,high,,359,1,38
134,person,neg,high,,360,40,50
135,person,neg,low,,361,2,48
135,person,neg,low,,362,48,48
136,person,pos,low,,363,1,32
136,person,pos,low,,364,32,32
136,person,pos,low,,365,34,48
137,person,neg,high,,366,1,18
137,person,neg,high,,367,20,31
137,person,neg,high,,368,31,49
138,person,neg,high,,369,1,36
138,person,neg,high,,370,36,48
139,person,neg,low,,371,1,24
139,person,neg,low,,372,26,50
140,person,neg,low,,373,1,2
140,person,neg,low,,374,2,2
140,person,neg,low,,375,4,21
140,person,neg,low,,376,21,42
140,person,neg,low,,377,44,49
141,person,neg,low,,378,1,20
141,person,neg,low,,379,20,49
142,person,neg,low,,380,1,16
142,person,neg,low,,381,16,48
143,person,neg,low,,382,1,4
143,person,neg,low,,383,6,15
143,person,neg,low,,384,15,45
143,person,neg,low,,385,45,45
143,person,neg,low,,386,47,49
144,person,neg,low,,387,1,19
144,person,neg,low,,388,21,49
145,person,neg,low,,389,1,7
145,person,neg,low,,390,9,44
145,person,neg,low,,391,44,49
146,person,neg,high,,392,2,50
147,person,neg,low,,393,1,35
147,person,neg,low,,394,37,51
148,person,neg,low,,395,1,8
148,person,neg,low,,396,10,50
149,person,neg,low,,397,1,24
149,person,neg,low,,398,24,41
149,person,neg,low,,399,41,41
149,person,neg,low,,400,43,50
150,person,neg,low,,401,1,48
151,person,neg,low,,402,1,15
151,person,neg,low,,403,17,33
151,person,neg,low,,404,33,48
152,person,neg,low,,405,1,18
152,person,neg,low,,406,20,41
152,person,neg,low,,407,41,41
152,person,neg,low,,408,43,48
153,person,pos,high,,409,1,24
153,person,pos,high,,410,26,34
153,person,pos,high,,411,36,50
154,person,neg,low,,412,1,50
155,person,neg,high,,413,1,16
155,person,neg,high,,414,16,16
155,person,neg,high,,415,18,34
155,person,neg,high,,416,34,34
155,person,neg,high,,417,36,51
156,person,pos,low,,418,1,51
157,person,neg,low,,419,1,49
158,person,neg,low,,420,1,42
158,person,neg,low,,421,42,42
158,person,neg,low,,422,44,50
159,person,neg,high,,423,1,5
159,person,neg,high,,424,7,20
159,person,neg,high,,425,20,40
159,person,neg,high,,426,40,45
159,person,neg,high,,427,47,50
160,person,neg,low,,428,1,15
160,person,neg,low,,429,15,15
160,person,neg,low,,430,17,33
160,person,neg,low,,431,35,50
161,person,neg,high,,432,1,23
161,person,neg,high,,433,23,50
162,person,neg,low,,434,1,17
162,person,neg,low,,435,17,26
162,person,neg,low,,436,28,48
163,person,neg,low,,437,1,21
163,person,neg,low,,438,23,50
164,person,neg,low,,439,1,8
164,person,neg,low,,440,10,32
164,person,neg,low,,441,32,44
164,person,neg,low,,442,44,48
165,person,neg,low,,443,1,6
165,person,neg,low,,444,8,48
166,person,neg,low,,445,1,12
166,person,neg,low,,446,14,49
167,person,pos,low,,447,1,49
168,person,neg,low,,448,1,44
168,person,neg,low,,449,46,49
169,person,neg,low,,450,1,4
169,person,neg,low,,451,6,26
169,person,neg,low,,452,28,49
170,person,pos,low,,453,1,22
170,person,pos,low,,454,22,32
170,person,pos,low,,455,34,50
171,person,neg,high,,456,1,22
171,person,neg,high,,457,24,42
171,person,neg,high,,458,44,49
172,person,neg,low,,459,1,50
173,person,neg,low,,460,1,49
174,person,neg,low,,461,1,48
175,person,neg,low,,462,1,3
175,person,neg,low,,463,5,35
175,person,neg,low,,464,35,45
175,person,neg,low,,465,45,48
176,person,neg,low,,466,1,50
177,person,neg,low,,467,1,16
177,person,neg,low,,468,18,49
178,person,pos,low,,469,1,10
178,person,pos,low,,470,12,17
178,person,pos,low,,471,17,17
178,person,pos,low,,472,19,52
179,person,neg,low,,473,1,51
180,person,neg,low,,474,1,6
180,person,neg,low,,475,6,49
181,person,neg,low,,476,1,49
182,person,neg,low,,477,1,16
182,person,neg,low,,478,18,45
182,person,neg,low,,479,47,49
183,person,neg,high,,480,1,43
183,person,neg,high,,481,45,50
184,person,neg,low,,482,1,2
184,person,neg,low,,483,2,22
184,person,neg,low,,484,22,25
184,person,neg,low,,485,27,51
185,person,neg,low,,486,1,14
185,person,neg,low,,487,14,52
186,person,neg,high,,488,1,31
186,person,neg,high,,489,33,49
187,person,neg,low,,490,1,48
188,person,neg,low,,491,1,36
188,person,neg,low,,492,38,49
189,person,neg,low,,493,1,49
190,person,neg,low,,494,1,2
190,person,neg,low,,495,2,49
191,person,neg,low,,496,1,19
191,person,neg,low,,497,21,46
191,person,neg,low,,498,48,51
192,person,neg,low,,499,1,32
192,person,neg,low,,500,34,48
192,person,neg,low,,501,48,48
193,person,neg,low,,502,1,49
194,person,pos,high,,503,1,31
194,person,pos,high,,504,31,49
195,person,neg,low,,505,1,29
195,person,neg,low,,506,29,40
195,person,neg,low,,507,42,48
196,person,neg,high,,508,1,48
197,person,neg,low,,509,1,49
198,person,neg,low,,510,1,2
198,person,neg,low,,511,4,28
198,person,neg,low,,512,28,45
198,person,neg,low,,513,47,48
199,person,neg,low,,514,1,27
199,person,neg,low,,515,27,50
200,person,neg,low,,516,1,42
200,person,neg,low,,517,42,49
201,person,neg,high,,518,1,30
201,person,neg,high,,519,32,46
201,person,neg,high,,520,48,49
202,person,neg,high,,521,1,10
202,person,neg,high,,522,12,27
202,person,neg,high,,523,27,36
202,person,neg,high,,524,38,49
203,person,neg,low,,525,1,49
204,person,neg,high,,526,1,20
204,person,neg,high,,527,20,23
204,person,neg,high,,528,23,35
204,person,neg,high,,529,35,35
204,person,neg,high,,530,37,50
205,person,neg,low,,531,1,48
206,person,pos,high,,532,1,35
206,person,pos,high,,533,37,50
207,person,pos,low,,534,1,21
207,person,pos,low,,535,21,42
207,person,pos,low,,536,42,42
207,person,pos,low,,537,44,48
208,person,neg,high,,538,1,23
208,person,neg,high,,539,23,34
208,person,neg,high,,540,34,48
209,person,neg,high,,541,1,19
209,person,neg,high,,542,19,22
209,person,neg,high,,543,22,50
210,person,neg,low,,544,1,51
211,person,neg,low,,545,1,8
211,person,neg,low,,546,8,48
211,person,neg,low,,547,48,48
212,person,neg,low,,548,1,51
213,person,pos,low,,549,1,3
213,person,pos,low,,550,3,36
213,person,pos,low,,551,38,50
214,person,neg,low,,552,1,50
215,person,pos,high,,553,1,3
215,person,pos,high,,554,3,34
215,person,pos,high,,555,36,45
215,person,pos,high,,556,45,51
216,person,neg,high,,557,1,6
216,person,neg,high,,558,8,10
216,person,neg,high,,559,12,49
217,person,neg,high,,560,1,9
217,person,neg,high,,561,11,18
217,person,neg,high,,562,20,50
218,person,neg,low,,563,1,18
218,person,neg,low,,564,20,49
219,person,neg,low,,565,1,7
219,person,neg,low,,566,7,42
219,person,neg,low,,567,44,48
220,person,neg,high,,568,1,50
221,person,neg,low,,569,1,19
221,person,neg,low,,570,21,50
222,person,neg,low,,571,1,28
222,person,neg,low,,572,28,50
223,person,neg,high,,573,1,24
223,person,neg,high,,574,26,51
224,person,neg,low,,575,1,34
224,person,neg,low,,576,34,50
225,person,neg,high,,577,1,49
226,person,neg,low,,578,1,16
226,person,neg,low,,579,18,48
227,person,neg,low,,580,1,19
227,person,neg,low,,581,21,35
227,person,neg,low,,582,37,48
228,person,neg,high,,583,1,16
228,person,neg,high,,584,16,23
228,person,neg,high,,585,25,49
229,person,neg,low,,586,1,27
229,person,neg,low,,587,27,27
229,person,neg,low,,588,29,48
230,person,neg,low,,589,1,9
230,person,neg,low,,590,11,49
231,person,neg,low,,591,1,34
231,person,neg,low,,592,34,49
232,person,neg,low,,593,1,3
232,person,neg,low,,594,3,30
232,person,neg,low,,595,32,47
233,person,neg,low,,596,1,43
233,person,neg,low,,597,45,50
234,person,pos,low,,598,1,2
234,person,pos,low,,599,4,50
235,person,neg,low,,600,1,17
235,person,neg,low,,601,17,17
235,person,neg,low,,602,19,43
235,person,neg,low,,603,43,43
235,person,neg,low,,604,45,51
236,person,neg,low,,605,1,8
236,person,neg,low,,606,10,25
236,person,neg,low,,607,27,30
236,person,neg,low,,608,30,49
237,person,neg,low,,609,1,48
238,person,neg,low,,610,1,29
238,person,neg,low,,611,31,50
239,person,neg,low,,612,1,8
239,person,neg,low,,613,10,26
239,person,neg,low,,614,26,26
239,person,neg,low,,615,28,51
240,person,neg,low,,616,1,24
240,person,neg,low,,617,26,46
240,person,neg,low,,618,48,50
241,person,neg,low,,619,1,51
242,person,pos,low,,620,1,16
242,person,pos,low,,621,16,46
242,person,pos,low,,622,48,48
243,person,pos,low,,623,1,50
244,person,neg,low,,624,1,36
244,person,neg,low,,625,38,49
245,person,neg,low,,626,1,49
246,person,neg,high,,627,1,7
246,person,neg,high,,628,7,18
246,person,neg,high,,629,20,25
246,person,neg,high,,630,27,50
247,person,neg,low,,631,1,48
248,person,neg,low,,632,1,25
248,person,neg,low,,633,25,35
248,person,neg,low,,634,35,35
248,person,neg,low,,635,37,40
248,person,neg,low,,636,40,50
249,person,neg,high,,637,1,26
249,person,neg,high,,638,26,26
249,person,neg,high,,639,28,49
250,person,neg,high,,640,1,15
250,person,neg,high,,641,15,28
250,person,neg,high,,642,28,44
250,person,neg,high,,643,44,49
251,person,neg,low,,644,1,11
251,person,neg,low,,645,11,11
251,person,neg,low,,646,13,49
252,person,neg,low,,647,1,19
252,person,neg,low,,648,19,49
253,person,neg,low,,649,1,46
253,person,neg,low,,650,46,46
253,person,neg,low,,651,48,50
254,person,neg,low,,652,1,4
254,person,neg,low,,653,4,37
254,person,neg,low,,654,39,49
255,person,neg,low,,655,1,50
256,person,neg,low,,656,1,38
256,person,neg,low,,657,38,38
256,person,neg,low,,658,40,51
257,person,neg,low,,659,1,25
257,person,neg,low,,660,27,49
258,person,neg,low,,661,1,26
258,person,neg,low,,662,26,48
259,person,neg,low,,663,1,38
259,person,neg,low,,664,38,38
259,person,neg,low,,665,40,50
260,person,neg,high,,666,1,11
260,person,neg,high,,667,13,50
261,person,neg,low,,668,1,4
261,person,neg,low,,669,4,4
261,person,neg,low,,670,6,17
261,person,neg,low,,671,19,48
262,person,neg,low,,672,1,50
263,person,neg,high,,673,1,48
264,person,neg,low,,674,1,12
264,person,neg,low,,675,14,48
265,person,neg,low,,676,1,24
265,person,neg,low,,677,24,49
266,person,neg,low,,678,1,4
266,person,neg,low,,679,4,4
266,person,neg,low,,680,6,49
267,person,neg,high,,681,1,50
268,person,neg,low,,682,1,23
268,person,neg,low,,683,25,50
269,person,neg,low,,684,1,48
270,person,neg,high,,685,1,1
270,person,neg,high,,686,3,37
270,person,neg,high,,687,39,49
271,person,neg,low,,688,1,48
272,person,neg,low,,689,1,50
273,person,neg,low,,690,1,39
273,person,neg,low,,691,41,50
274,person,neg,low,,692,1,11
274,person,neg,low,,693,11,49
275,person,neg,low,,694,1,3
275,person,neg,low,,695,3,15
275,person,neg,low,,696,17,48
276,person,neg,low,,697,1,48
277,person,pos,high,,698,1,11
277,person,pos,high,,699,11,13
277,person,pos,high,,700,15,48
278,person,pos,low,,701,1,17
278,person,pos,low,,702,19,51
279,person,neg,low,,703,1,36
279,person,neg,low,,704,36,49
280,person,neg,low,,705,1,35
280,person,neg,low,,706,35,35
280,person,neg,low,,707,37,46
280,person,neg,low,,708,48,49
281,person,neg,low,,709,1,40
281,person,neg,low,,710,42,50
282,person,neg,low,,711,1,2
282,person,neg,low,,712,2,8
282,person,neg,low,,713,8,8
282,person,neg,low,,714,10,13
282,person,neg,low,,715,13,25
282,person,neg,low,,716,25,25
282,person,neg,low,,717,27,51
283,person,neg,low,,718,1,50
284,person,neg,low,,719,1,27
284,person,neg,low,,720,29,49
285,person,neg,low,,721,1,52
286,person,neg,low,,722,1,49
287,person,neg,low,,723,1,7
287,person,neg,low,,724,7,7
287,person,neg,low,,725,9,48
288,person,neg,high,,726,1,51
289,person,neg,low,,727,1,20
289,person,neg,low,,728,22,51
290,person,neg,low,,729,1,49
291,person,neg,low,,730,1,50
292,person,neg,low,,731,1,27
292,person,neg,low,,732,27,50
293,person,neg,low,,733,1,20
293,person,neg,low,,734,22,32
293,person,neg,low,,735,34,48
294,person,neg,low,,736,1,48
295,person,neg,low,,737,1,13
295,person,neg,low,,738,15,51
296,person,neg,low,,739,1,8
296,person,neg,low,,740,8,8
296,person,neg,low,,741,10,16
296,person,neg,low,,742,18,49
297,person,neg,low,,743,1,27
297,person,neg,low,,744,29,45
297,person,neg,low,,745,45,49
298,person,neg,high,,746,1,49
299,person,neg,low,,747,1,50
300,person,neg,low,,748,1,27
300,person,neg,low,,749,29,42
300,person,neg,low,,750,42,50
301,person,neg,low,,751,1,4
301,person,neg,low,,752,4,50
302,person,neg,low,,753,1,49
303,person,neg,high,,754,1,49
304,person,neg,low,,755,1,33
304,person,neg,low,,756,35,39
304,person,neg,low,,757,41,42
304,person,neg,low,,758,42,42
304,person,neg,low,,759,44,51
305,person,pos,low,,760,1,4
305,person,pos,low,,761,6,12
305,person,pos,low,,762,12,30
305,person,pos,low,,763,32,35
305,person,pos,low,,764,35,50
306,person,neg,low,,765,1,16
306,person,neg,low,,766,16,16
306,person,neg,low,,767,18,51
307,person,pos,low,,768,1,10
307,person,pos,low,,769,10,21
307,person,pos,low,,770,21,25
307,person,pos,low,,771,27,49
308,person,neg,low,,772,1,48
309,person,neg,low,,773,1,49
310,person,neg,low,,774,1,15
310,person,neg,low,,775,17,48
310,person,neg,low,,776,48,48
311,person,neg,low,,777,1,8
311,person,neg,low,,778,10,42
311,person,neg,low,,779,42,49
312,person,neg,low,,780,1,50
313,person,neg,low,,781,1,49
314,person,neg,low,,782,1,49
315,person,neg,low,,783,1,3
315,person,neg,low,,784,5,44
315,person,neg,low,,785,46,50
316,person,neg,low,,786,1,26
316,person,neg,low,,787,28,51
317,person,neg,low,,788,1,47
317,person,neg,low,,789,49,49
318,person,neg,low,,790,1,16
318,person,neg,low,,791,16,19
318,person,neg,low,,792,21,50
319,person,neg,low,,793,1,50
320,person,neg,low,,794,1,14
320,person,neg,low,,795,14,24
320,person,neg,low,,796,26,52
321,person,neg,low,,797,1,35
321,person,neg,low,,798,35,48
322,person,neg,low,,799,1,10
322,person,neg,low,,800,10,48
322,person,neg,low,,801,48,48
323,person,neg,low,,802,1,5
323,person,neg,low,,803,7,9
323,person,neg,low,,804,9,49
324,person,neg,high,,805,1,49
325,person,pos,low,,806,1,48
326,person,neg,low,,807,1,50
327,person,neg,low,,808,1,46
327,person,neg,low,,809,46,48
328,person,neg,low,,810,1,35
328,person,neg,low,,811,37,47
328,person,neg,low,,812,49,51
329,person,neg,low,,813,1,25
329,person,neg,low,,814,25,45
329,person,neg,low,,815,47,48
330,person,neg,low,,816,1,27
330,person,neg,low,,817,27,36
330,person,neg,low,,818,36,46
330,person,neg,low,,819,48,50
331,person,neg,high,,820,1,12
331,person,neg,high,,821,12,12
331,person,neg,high,,822,14,48
332,person,neg,low,,823,1,7
332,person,neg,low,,824,7,7
332,person,neg,low,,825,9,48
333,person,neg,low,,826,1,3
333,person,neg,low,,827,3,13
333,person,neg,low,,828,13,14
333,person,neg,low,,829,16,49
334,person,neg,low,,830,1,34
334,person,neg,low,,831,34,51
335,person,neg,low,,832,1,42
335,person,neg,low,,833,42,51
336,person,neg,low,,834,1,48
337,person,neg,low,,835,1,49
338,person,neg,low,,836,1,1
338,person,neg,low,,837,3,21
338,person,neg,low,,838,23,33
338,person,neg,low,,839,35,48
339,person,neg,low,,840,1,11
339,person,neg,low,,841,11,30
339,person,neg,low,,842,30,51
340,person,pos,high,,843,1,49
341,person,neg,low,,844,1,35
341,person,neg,low,,845,35,49
342,person,neg,low,,846,1,50
343,person,neg,low,,847,1,24
343,person,neg,low,,848,26,50
344,person,neg,low,,849,1,10
344,person,neg,low,,850,10,10
344,person,neg,low,,851,12,44
344,person,neg,low,,852,46,51
345,person,neg,low,,853,1,34
345,person,neg,low,,854,34,41
345,person,neg,low,,855,43,48
346,person,neg,low,,856,1,19
346,person,neg,low,,857,21,23
346,person,neg,low,,858,23,34
346,person,neg,low,,859,34,50
347,person,neg,low,,860,1,33
347,person,neg,low,,861,35,42
347,person,neg,low,,862,42,49
348,person,pos,low,,863,1,50
349,person,neg,low,,864,1,9
349,person,neg,low,,865,9,21
349,person,neg,low,,866,23,26
349,person,neg,low,,867,26,49
350,person,neg,low,,868,1,38
350,person,neg,low,,869,40,49
351,person,pos,high,,870,1,9
351,person,pos,high,,871,11,46
351,person,pos,high,,872,46,49
352,person,neg,high,,873,1,38
352,person,neg,high,,874,40,51
